olgnname,count,mean.control.log.signal,control.sd.log.signal
UniRef90_Q96896_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q96896_oligopeptide_9,0,-4.697749165,0.240801222
UniRef90_Q98146_oligopeptide_1,3,-4.559728066,0.134404181
UniRef90_Q98146_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q98146_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q98146_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q98146_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q98146_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98146_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98146_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q98146_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q98146_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q98146_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q98157_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98157_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q98157_oligopeptide_3,1,-4.727852165,0.202964529
UniRef90_Q98176_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98176_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q98176_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98178_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98178_oligopeptide_2,1,-4.697749166,0.198844698
UniRef90_Q98178_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98178_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98178_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q98178_oligopeptide_6,1,-4.589830966,0.18728707
UniRef90_Q98178_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q98185_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98185_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q98185_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98185_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98185_oligopeptide_5,1,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_16,1,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_5,0,-4.68014004,0.216731547
UniRef90_Q98199_oligopeptide_6,2,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q98199_oligopeptide_8,1,-4.697749165,0.200843339
UniRef90_Q98199_oligopeptide_9,0,-4.697749165,0.188729169
UniRef90_Q98218_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_10,1,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_16,2,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_22,0,-4.697749165,0.2091122
UniRef90_Q98218_oligopeptide_23,1,-4.559727966,0.263477635
UniRef90_Q98218_oligopeptide_24,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q98218_oligopeptide_9,1,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_11,1,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_13,1,-4.637543166,0.222333125
UniRef90_Q98224_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_16,1,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_18,0,-4.697749166,0.210647835
UniRef90_Q98224_oligopeptide_19,1,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_20,1,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q98224_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q98229_oligopeptide_1,0,-4.58983104,0.198503671
UniRef90_Q98234_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98234_oligopeptide_2,1,-4.727852165,0.202964529
UniRef90_Q98234_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98234_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98234_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q98234_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q98234_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_14,0,-4.637543166,0.234682334
UniRef90_Q98262_oligopeptide_15,0,-4.697749165,0.188729169
UniRef90_Q98262_oligopeptide_16,1,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_20,3,-4.49952204,0.180032102
UniRef90_Q98262_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_22,1,-4.697749165,0.200843339
UniRef90_Q98262_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_7,4,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q98262_oligopeptide_9,1,-4.727852165,0.202964529
UniRef90_Q98267_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98267_oligopeptide_10,1,-4.680139965,0.231541677
UniRef90_Q98267_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q98267_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q98267_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q98267_oligopeptide_15,0,-4.58471574,0.209230186
UniRef90_Q98267_oligopeptide_17,1,-4.559728066,0.196611119
UniRef90_Q98267_oligopeptide_18,0,-4.697749165,0.200843339
UniRef90_Q98267_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q98267_oligopeptide_2,4,-4.727852165,0.202964529
UniRef90_Q98267_oligopeptide_20,0,-4.697749165,0.200843339
UniRef90_Q98267_oligopeptide_21,5,-4.727852165,0.202964529
UniRef90_Q98267_oligopeptide_22,1,-4.667646166,0.19774155
UniRef90_Q98267_oligopeptide_3,2,-4.727852165,0.202964529
UniRef90_Q98267_oligopeptide_4,0,-4.637543165,0.169863791
UniRef90_Q98267_oligopeptide_7,1,-4.577337166,0.253826341
UniRef90_Q98267_oligopeptide_8,2,-4.727852165,0.202964529
UniRef90_Q98267_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_10,1,-4.697749165,0.194775683
UniRef90_Q98277_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_19,2,-4.43420074,0.09154869
UniRef90_Q98277_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_20,1,-4.637543166,0.178602313
UniRef90_Q98277_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_22,0,-4.607440166,0.166108383
UniRef90_Q98277_oligopeptide_23,1,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_24,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q98277_oligopeptide_9,4,-4.727852165,0.202964529
UniRef90_Q98298_oligopeptide_1,1,-4.697749165,0.194775683
UniRef90_Q98298_oligopeptide_3,1,-4.727852165,0.202964529
UniRef90_Q98298_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98298_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q98298_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q98298_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q98298_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q98300_oligopeptide_1,2,-4.697749165,0.188729169
UniRef90_Q98300_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q98300_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98300_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98300_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q98314_oligopeptide_1,0,-4.697749165,0.188729169
UniRef90_Q98314_oligopeptide_2,1,-4.727852165,0.202964529
UniRef90_Q98314_oligopeptide_3,5,-4.481912941,0.197306232
UniRef90_Q98325_oligopeptide_1,3,-4.697749166,0.210647835
UniRef90_Q98325_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q98325_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98325_oligopeptide_4,0,-4.680140065,0.314463156
UniRef90_Q98325_oligopeptide_5,1,-4.55972804,0.227789146
UniRef90_Q98325_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q98325_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q98325_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q98326_oligopeptide_1,1,-4.727852165,0.202964529
UniRef90_Q98326_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q98326_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q98326_oligopeptide_12,1,-4.727852165,0.202964529
UniRef90_Q98326_oligopeptide_13,0,-4.697749165,0.188729169
UniRef90_Q98326_oligopeptide_2,1,-4.512015866,0.238558258
UniRef90_Q98326_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98326_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98326_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q98326_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q98326_oligopeptide_7,0,-4.697749165,0.200843339
UniRef90_Q98326_oligopeptide_9,0,-4.667646166,0.2406905
UniRef90_Q98329_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_12,1,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_14,0,-4.597749166,0.26606474
UniRef90_Q98329_oligopeptide_15,1,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_16,1,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_18,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_2,0,-4.650036965,0.198673338
UniRef90_Q98329_oligopeptide_20,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_22,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_4,1,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q98329_oligopeptide_7,0,-4.637543166,0.260336141
UniRef90_Q98329_oligopeptide_8,2,-4.667646165,0.240011054
UniRef90_Q98329_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_11,1,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_13,2,-4.667646165,0.202132636
UniRef90_Q98637_oligopeptide_14,2,-4.667646166,0.24320646
UniRef90_Q98637_oligopeptide_16,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_18,0,-4.619933965,0.19073906
UniRef90_Q98637_oligopeptide_19,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_20,0,-4.58983104,0.229705766
UniRef90_Q98637_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_22,1,-4.68014004,0.216731547
UniRef90_Q98637_oligopeptide_23,0,-4.477337166,0.257768463
UniRef90_Q98637_oligopeptide_24,2,-4.667646165,0.240011054
UniRef90_Q98637_oligopeptide_25,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_26,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_27,2,-4.607440166,0.145454635
UniRef90_Q98637_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_5,1,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_6,0,-4.667646165,0.174206513
UniRef90_Q98637_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q98637_oligopeptide_9,0,-4.697749165,0.200843339
UniRef90_Q993T1_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q993T1_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q993T1_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_1,0,-4.697749165,0.188729169
UniRef90_Q997F0_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_13,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_15,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_16,3,-4.667646166,0.185117325
UniRef90_Q997F0_oligopeptide_17,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_2,1,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_21,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_22,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_24,3,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_25,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_26,0,-4.667646165,0.241877621
UniRef90_Q997F0_oligopeptide_27,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_28,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_29,1,-4.697749165,0.240801222
UniRef90_Q997F0_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_30,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_31,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_32,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_33,1,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_34,0,-4.650037065,0.200250512
UniRef90_Q997F0_oligopeptide_36,1,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_39,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_40,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_41,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_42,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_43,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_44,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_45,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_46,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_47,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_48,1,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_49,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_5,0,-4.697749165,0.188729169
UniRef90_Q997F0_oligopeptide_50,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_51,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_53,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_54,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_55,0,-4.572221865,0.214469714
UniRef90_Q997F0_oligopeptide_56,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_57,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_58,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_59,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_6,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_61,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_62,1,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_63,1,-4.650036965,0.204425935
UniRef90_Q997F0_oligopeptide_64,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_65,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_66,4,-4.589830966,0.234086497
UniRef90_Q997F0_oligopeptide_67,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_68,1,-4.667646165,0.229791962
UniRef90_Q997F0_oligopeptide_69,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_70,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_72,0,-4.697749166,0.198844698
UniRef90_Q997F0_oligopeptide_73,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_74,1,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_76,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_77,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_78,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_80,0,-4.727852165,0.202964529
UniRef90_Q997F0_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q997F1_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q997F1_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q997F1_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q997F1_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q997F2_oligopeptide_1,0,-4.697749166,0.255402927
UniRef90_Q997F2_oligopeptide_10,1,-4.650037066,0.189503481
UniRef90_Q997F2_oligopeptide_11,5,-4.637543166,0.206115771
UniRef90_Q997F2_oligopeptide_12,1,-4.727852165,0.202964529
UniRef90_Q997F2_oligopeptide_13,0,-4.697749165,0.200843339
UniRef90_Q997F2_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q997F2_oligopeptide_16,0,-4.697749165,0.2091122
UniRef90_Q997F2_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q997F2_oligopeptide_3,1,-4.727852165,0.202964529
UniRef90_Q997F2_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q997F2_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q997F2_oligopeptide_6,3,-4.727852165,0.202964529
UniRef90_Q997F2_oligopeptide_7,6,-4.364303815,0.31141505
UniRef90_Q997F2_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q99AU3_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q99AU3_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q99AU3_oligopeptide_3,1,-4.619934065,0.214441073
UniRef90_Q99AU3_oligopeptide_4,1,-4.727852165,0.202964529
UniRef90_Q99AU3_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q99AU3_oligopeptide_6,0,-4.680140065,0.201887797
UniRef90_Q99AU3_oligopeptide_7,0,-4.727852165,0.202964529
UniRef90_Q99AU3_oligopeptide_8,0,-4.727852165,0.202964529
UniRef90_Q99HR4_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q99HR4_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q99HR4_oligopeptide_11,0,-4.727852165,0.202964529
UniRef90_Q99HR4_oligopeptide_12,1,-4.727852165,0.202964529
UniRef90_Q99HR4_oligopeptide_13,2,-4.697749165,0.194775683
UniRef90_Q99HR4_oligopeptide_14,0,-4.727852165,0.202964529
UniRef90_Q99HR4_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q99HR4_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q99HR4_oligopeptide_4,0,-4.727852165,0.202964529
UniRef90_Q99HR4_oligopeptide_5,0,-4.727852165,0.202964529
UniRef90_Q99HR4_oligopeptide_6,5,-4.697749166,0.198844698
UniRef90_Q99HR4_oligopeptide_7,4,-4.650037065,0.209226154
UniRef90_Q99HR4_oligopeptide_8,1,-4.537543165,0.210942808
UniRef90_Q99HR4_oligopeptide_9,0,-4.727852165,0.202964529
UniRef90_Q99HR6_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q99HR6_oligopeptide_2,0,-4.727852165,0.202964529
UniRef90_Q99HR6_oligopeptide_3,0,-4.727852165,0.202964529
UniRef90_Q99HR6_oligopeptide_4,1,-4.727852165,0.202964529
UniRef90_Q99HR6_oligopeptide_5,0,-4.697749166,0.198844698
UniRef90_Q99IB8_oligopeptide_1,0,-4.727852165,0.202964529
UniRef90_Q99IB8_oligopeptide_10,0,-4.727852165,0.202964529
UniRef90_Q99IB8_oligopeptide_100,1,-4.442118965,0.227003847
UniRef90_Q99IB8_oligopeptide_101,0,-4.727852165,0.202964529
UniRef90_Q99IB8_oligopeptide_102,1,-4.727852165,0.202964529
UniRef90_Q99IB8_oligopeptide_103,0,-4.727852165,0.202964529
UniRef90_Q99IB8_oligopeptide_104,1,-4.727852165,0.202964529
UniRef90_Q99IB8_oligopeptide_105,0,-4.727852165,0.202964529
UniRef90_Q99IB8_oligopeptide_106,0,-4.727852165,0.202964529
UniRef90_Q99IB8_oligopeptide_107,3,-4.667646165,0.224489578
UniRef90_Q99IB8_oligopeptide_108,0,-4.727852165,0.202964529
UniRef90_Q99IB8_oligopeptide_11,3,-4.60232494,0.21160091
UniRef90_Q99IB8_oligopeptide_12,0,-4.727852165,0.202964529
UniRef90_Q99IB8_oligopeptide_13,0,-4.697749166,0.198844698
