olgnname,count,mean.control.log.signal,control.sd.log.signal,sample
UniRef90_Q8QZ72_oligopeptide_30,0,-4.628665703,0.06972901,2
UniRef90_Q8QZ72_oligopeptide_31,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_32,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_33,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_37,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_38,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_41,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_42,1,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_43,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_44,0,-4.568778473,0.018729435,2
UniRef90_Q8QZ72_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ72_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_13,0,-4.698152471,0.196465498,2
UniRef90_Q8QZ73_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_2,0,-4.698152471,0.196465498,2
UniRef90_Q8QZ73_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_24,0,-4.628665703,0.06972901,2
UniRef90_Q8QZ73_oligopeptide_25,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_27,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_28,0,-4.698152471,0.196465498,2
UniRef90_Q8QZ73_oligopeptide_29,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_30,0,-4.568778473,0.018729435,2
UniRef90_Q8QZ73_oligopeptide_32,0,-4.568778473,0.018729435,2
UniRef90_Q8QZ73_oligopeptide_33,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_35,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_36,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_37,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_38,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_41,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_43,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_44,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_45,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_46,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_47,1,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_48,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_49,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_5,1,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_50,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_51,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_53,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_56,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_57,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_58,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_61,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_63,1,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_64,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_65,1,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_66,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_69,0,-4.568778473,0.018729435,2
UniRef90_Q8QZ73_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_70,1,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_71,0,-4.698152471,0.196465498,2
UniRef90_Q8QZ73_oligopeptide_72,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_74,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_75,0,-4.568778473,0.018729435,2
UniRef90_Q8QZ73_oligopeptide_76,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_77,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_78,0,-4.628665703,0.06972901,2
UniRef90_Q8QZ73_oligopeptide_79,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_80,0,-4.568778473,0.018729435,2
UniRef90_Q8QZ73_oligopeptide_82,0,-4.780914829,0.42605126,2
UniRef90_Q8QZ73_oligopeptide_83,0,-4.469228884,0.144196012,2
UniRef90_Q8QZ73_oligopeptide_85,0,-4.698152471,0.196465498,2
UniRef90_Q8QZ73_oligopeptide_86,0,-4.698152471,0.196465498,2
UniRef90_Q8QZ73_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_17,0,-4.568778473,0.018729435,2
UniRef90_Q8QZQ2_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_25,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_28,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_29,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_30,0,-4.698152471,0.196465498,2
UniRef90_Q8QZQ2_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8QZQ2_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8UZL8_oligopeptide_10,0,-4.698152471,0.196465498,2
UniRef90_Q8UZL8_oligopeptide_11,0,-4.698152471,0.196465498,2
UniRef90_Q8UZL8_oligopeptide_2,1,-4.780914829,0.42605126,2
UniRef90_Q8UZL8_oligopeptide_4,0,-4.516157539,0.08747136,2
UniRef90_Q8UZL8_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8UZL8_oligopeptide_6,1,-4.780914829,0.42605126,2
UniRef90_Q8UZL8_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8UZL8_oligopeptide_9,0,-4.516157539,0.08747136,2
UniRef90_Q8V294_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_16,0,-4.628665703,0.06972901,2
UniRef90_Q8V294_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_2,0,-4.469228884,0.144196012,2
UniRef90_Q8V294_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_21,0,-4.628665703,0.06972901,2
UniRef90_Q8V294_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_3,0,-4.698152471,0.196465498,2
UniRef90_Q8V294_oligopeptide_31,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_32,0,-4.568778473,0.018729435,2
UniRef90_Q8V294_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_35,0,-4.698152471,0.196465498,2
UniRef90_Q8V294_oligopeptide_36,0,-4.698152471,0.196465498,2
UniRef90_Q8V294_oligopeptide_37,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_38,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_41,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_42,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_43,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_44,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_45,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_46,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_47,0,-4.698152471,0.196465498,2
UniRef90_Q8V294_oligopeptide_48,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_49,0,-4.628665703,0.06972901,2
UniRef90_Q8V294_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_50,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_51,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_52,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_54,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_55,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_56,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_59,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_61,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_62,1,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_63,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_64,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_65,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_66,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_68,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_69,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_70,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_71,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_72,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_73,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_74,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_75,1,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_76,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_77,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_78,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_79,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_81,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_82,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_86,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_87,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_88,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_89,0,-4.780914829,0.42605126,2
UniRef90_Q8V294_oligopeptide_9,0,-4.698152471,0.196465498,2
UniRef90_Q8V2K9_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8V2K9_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8V2K9_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8V2K9_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8V2K9_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8V2K9_oligopeptide_7,1,-4.780914829,0.42605126,2
UniRef90_Q8V518_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8V518_oligopeptide_10,0,-4.516157539,0.08747136,2
UniRef90_Q8V518_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8V518_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8V518_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8V518_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8V518_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8V518_oligopeptide_7,0,-4.698152471,0.196465498,2
UniRef90_Q8V518_oligopeptide_8,0,-4.568778473,0.018729435,2
UniRef90_Q8V518_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_1,1,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_12,0,-4.426880317,0.192790856,2
UniRef90_Q8V7G3_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_18,0,-4.698152471,0.196465498,2
UniRef90_Q8V7G3_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_24,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_25,0,-4.698152471,0.196465498,2
UniRef90_Q8V7G3_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G3_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G4_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G4_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G4_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G4_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G4_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G4_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G4_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G4_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G4_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G5_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G5_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G5_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G5_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8V7G5_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_24,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_25,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J0_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J1_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J1_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J1_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J1_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J1_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J1_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J1_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J1_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J2_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J2_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J2_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J2_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J2_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J2_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q8V7J2_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_Q90033_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q90033_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q90033_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q90033_oligopeptide_5,0,-4.516157539,0.08747136,2
UniRef90_Q90033_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_16,0,-4.698152471,0.196465498,2
UniRef90_Q90037_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q90037_oligopeptide_9,0,-4.568778473,0.018729435,2
UniRef90_Q90038_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_14,0,-4.628665703,0.06972901,2
UniRef90_Q90038_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_17,0,-4.698152471,0.196465498,2
UniRef90_Q90038_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_20,0,-4.568778473,0.018729435,2
UniRef90_Q90038_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_7,0,-4.698152471,0.196465498,2
UniRef90_Q90038_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q90038_oligopeptide_9,0,-4.628665703,0.06972901,2
UniRef90_Q910M3_oligopeptide_1,0,-4.698152471,0.196465498,2
UniRef90_Q910M3_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_11,1,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_2,1,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_27,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_30,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_4,3,-4.36927354,0.831599697,2
UniRef90_Q913A7_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_Q913A7_oligopeptide_9,1,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_11,0,-4.698152471,0.196465498,2
UniRef90_Q914N0_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_18,1,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_24,0,-4.780914829,0.42605126,2
UniRef90_Q914N0_oligopeptide_25,0,-4.780914829,0.42605126,2
